,Round,TeamA_NeutralG,TeamB_NeutralG,TeamA_AvgTotBlk,TeamB_AvgTotBlk,TeamA_AvgTotOppAst,TeamB_AvgTotOppAst,TeamA_AvgTotStl,TeamB_AvgTotStl,TeamA_Seed,TeamB_Seed,TeamA_TotOppDR,TeamB_TotOppDR,TeamA_TotOppFTM,TeamB_TotOppFTM,TeamA_TotPF,TeamB_TotPF,TeamA_AvgTotFGA3,TeamB_AvgTotFGA3,TeamA_TotOppScore,TeamB_TotOppScore,TeamA_TotOppStl,TeamB_TotOppStl,TeamA_AvgTotDR,TeamB_AvgTotDR,TeamA_TotTO,TeamB_TotTO,TeamA_AvgTotFGA,TeamB_AvgTotFGA,TeamA_TotOppOR,TeamB_TotOppOR,TeamA_TotOppBlk,TeamB_TotOppBlk,TeamA_TotFTA,TeamB_TotFTA,TeamA_AvgTotOppFGA3,TeamB_AvgTotOppFGA3,TeamA_HomeL,TeamB_HomeL,TeamA_AwayL,TeamB_AwayL,TeamA_NeutralW,TeamB_NeutralW,TeamA_AvgTotFGM3,TeamB_AvgTotFGM3,TeamA_TotL,TeamB_TotL,TeamA_TotOppPF,TeamB_TotOppPF,TeamA_TotStl,TeamB_TotStl,TeamA_TotOppFGA,TeamB_TotOppFGA,TeamA_TotOppAst,TeamB_TotOppAst,TeamA_TotFTM,TeamB_TotFTM,TeamA_TotAst,TeamB_TotAst,TeamA_NeutralL,TeamB_NeutralL,TeamA_TotBlk,TeamB_TotBlk,TeamA_TotOppFGA3,TeamB_TotOppFGA3,TeamA_HomeW,TeamB_HomeW,TeamA_AvgTotAst,TeamB_AvgTotAst,TeamA_AvgTotOppOR,TeamB_AvgTotOppOR,TeamA_AvgTotOppStl,TeamB_AvgTotOppStl,TeamA_AvgTotOppFGA,TeamB_AvgTotOppFGA,TeamA_TotOppFTA,TeamB_TotOppFTA,TeamA_TotDR,TeamB_TotDR,TeamA_AvgTotOppBlk,TeamB_AvgTotOppBlk,TeamA_TotOppFGM3,TeamB_TotOppFGM3,TeamA_TotOppFGM,TeamB_TotOppFGM,TeamA_AwayW,TeamB_AwayW,TeamA_AvgTotOppFGM3,TeamB_AvgTotOppFGM3,TotFGM3_diff,TotFGM3_ratio,TotFGA3_diff,TotFGA3_ratio,TotOR_diff,TotOR_ratio,TotOppTO_diff,TotOppTO_ratio,TotG_diff,TotG_ratio,AvgTotFTM_diff,AvgTotFTM_ratio,AvgTotFTA_diff,AvgTotFTA_ratio,AvgTotOR_diff,AvgTotOR_ratio,AvgTotTO_diff,AvgTotTO_ratio,AvgTotPF_diff,AvgTotPF_ratio,AvgTotOppScore_diff,AvgTotOppScore_ratio,AvgTotOppFGM_diff,AvgTotOppFGM_ratio,AvgTotOppFTA_diff,AvgTotOppFTA_ratio,AvgTotOppTO_diff,AvgTotOppTO_ratio,AvgTotOppPF_diff,AvgTotOppPF_ratio,TotScore_ratio,TotFGM_ratio,TotFGA_ratio,TotW_ratio,WinPct_ratio,AvgTotScore_ratio,AvgTotFGM_ratio,AvgTotOppFTM_ratio,AvgTotOppDR_ratio,Seed_diff,TeamA_Result,Round * TeamA_Seed,Round * Seed_diff
1023,2,9,5,4.3,5.9,14.6,14.3,5.7,5.6,2,7,788,767,383,392,550,536,22.7,20.1,2559,2234,214,203,28.4,28.8,421,434,65.1,60.7,349,366,166,135,652,622,25.4,23.3,3,3,5,7,7,3,8.3,6.6,10,12,627,558,198,179,2173,1986,510,457,483,415,638,495,2,2,149,189,888,747,12,13,18.2,15.5,10.0,11.4,6.1,6.3,62.1,62.1,561,576,995,921,4.7,4.2,340,242,918,800,6,4,9.7,7.6,79,1.3744075829383886,152,1.236024844720497,90,1.2238805970149254,48,1.1340782122905029,3,1.09375,0.8000000000000007,1.0615384615384615,-0.7999999999999972,0.9587628865979383,1.5,1.119047619047619,-1.5999999999999996,0.8823529411764706,-1.1000000000000014,0.9345238095238094,3.299999999999997,1.0472779369627507,1.1999999999999993,1.048,-2.0,0.8888888888888888,0.40000000000000036,1.0357142857142858,0.5,1.028735632183908,1.1954166666666666,1.181510710259301,1.1741370427614632,1.25,1.1428571424,1.0933333333333333,1.0794223826714802,0.8861788617886178,0.9375,-5,0,4,-10
1024,2,5,6,4.3,4.7,10.4,11.5,7.4,6.9,3,6,724,846,472,428,599,552,19.2,24.3,2135,2222,196,140,24.9,24.3,414,314,56.4,60.5,324,348,120,97,749,640,21.0,19.3,1,5,6,4,3,3,7.0,9.1,9,12,689,574,244,221,1783,1835,342,367,525,460,476,415,2,3,141,151,692,616,17,12,14.4,13.0,9.8,10.9,5.9,4.4,54.0,57.3,678,581,823,779,3.6,3.0,227,220,718,787,4,5,6.9,6.9,-60,0.7945205479452054,-144,0.8149100257069408,18,1.0521739130434782,57,1.1283783783783783,1,1.03125,1.5,1.1041666666666667,2.6999999999999993,1.135,0.1999999999999993,1.0185185185185184,2.6999999999999993,1.2755102040816326,0.8999999999999986,1.052023121387283,-4.700000000000003,0.9322766570605187,-2.8000000000000007,0.8861788617886178,2.3000000000000007,1.1263736263736264,1.299999999999999,1.093525179856115,3.0,1.1675977653631284,1.0201314708299096,1.0261593341260404,0.9602478058853898,1.2,1.1636363632,0.9881734559789751,0.9961977186311787,1.0671641791044777,0.8295454545454546,-3,1,6,-6
1025,2,7,4,7.4,5.6,12.2,16.2,4.1,7.2,3,11,645,739,426,424,596,538,20.3,18.2,2138,2130,199,208,29.8,25.3,435,415,56.7,54.4,360,346,81,105,678,721,21.8,24.2,1,5,1,6,5,2,8.4,5.8,4,13,655,607,135,239,2011,1824,403,534,509,534,638,362,2,2,243,184,720,798,16,14,19.3,11.0,10.9,10.5,6.0,6.3,60.9,55.3,588,571,983,836,2.5,3.2,240,262,736,722,8,4,7.3,7.9,84,1.4352331606217616,71,1.1183333333333334,-34,0.9147869674185464,-95,0.7759433962264151,0,1.0,-0.7999999999999989,0.9506172839506174,-1.3000000000000007,0.9403669724770642,-1.0,0.9173553719008264,0.5999999999999996,1.0476190476190477,1.8000000000000007,1.1104294478527608,0.29999999999999716,1.0046511627906975,0.40000000000000213,1.0182648401826484,0.5,1.0289017341040463,-2.8000000000000007,0.78125,1.4000000000000021,1.0760869565217392,1.1987438313144907,1.255659121171771,1.042316258351893,1.45,1.450000000495,1.2,1.2543859649122808,1.0078125,0.8705357142857143,-8,0,6,-16
1026,2,6,5,4.5,2.4,10.8,11.6,6.3,6.7,3,11,762,695,495,318,646,448,20.5,18.3,2191,1985,186,206,24.5,25.7,403,396,57.5,51.3,371,287,109,97,693,545,19.9,20.1,2,1,4,4,4,5,7.8,7.3,8,5,644,540,208,213,1813,1764,357,372,524,395,522,494,2,0,148,76,658,642,13,13,15.8,15.4,11.2,9.0,5.6,6.4,54.9,55.1,695,454,808,823,3.3,3.0,210,209,743,729,8,9,6.4,6.5,24,1.102127659574468,88,1.149914821124361,188,1.9543147208121827,38,1.0900473933649288,1,1.03125,3.5999999999999996,1.2926829268292683,4.0,1.2352941176470589,5.499999999999999,1.8870967741935483,-0.20000000000000107,0.9838709677419354,5.600000000000001,1.4000000000000001,4.400000000000006,1.070967741935484,-0.3000000000000007,0.9868421052631579,6.900000000000002,1.4859154929577467,0.7000000000000011,1.0530303030303032,2.6000000000000014,1.153846153846154,1.0675675675675675,1.0012019230769231,1.1545952525867316,0.9259259259259259,0.897867565037037,1.0348675034867503,0.9692307692307692,1.5151515151515151,1.0645161290322582,-8,0,6,-16
1027,2,7,6,3.1,3.1,10.5,11.0,6.2,6.4,3,6,838,737,393,517,534,694,24.7,22.3,2160,2142,139,167,24.7,26.7,312,401,57.2,59.2,271,307,110,82,589,628,16.2,20.3,1,0,5,5,6,4,9.0,8.6,7,7,602,608,210,212,1828,1774,356,362,387,450,496,492,1,2,105,103,552,669,15,15,14.6,14.9,8.0,9.3,4.1,5.1,53.8,53.8,550,730,839,882,3.2,2.5,189,219,789,703,6,7,5.6,6.6,20,1.0701754385964912,103,1.1397557666214382,-97,0.7519181585677749,-1,0.997716894977169,1,1.0303030303030303,-2.1999999999999993,0.8382352941176471,-1.6999999999999993,0.9105263157894737,-3.200000000000001,0.7288135593220338,-3.0,0.7540983606557377,-5.300000000000001,0.7476190476190476,-1.4000000000000057,0.9784283513097072,1.8999999999999986,1.0892018779342723,-5.900000000000002,0.7330316742081447,-0.40000000000000036,0.9699248120300752,-0.6999999999999993,0.9619565217391305,0.9800391389432486,0.9956043956043956,0.996415770609319,1.0384615384615385,1.0079185518064742,0.9509043927648577,0.9637681159420289,0.7388535031847134,1.1031390134529149,-3,1,6,-6
1028,2,5,6,5.4,4.8,12.8,11.3,7.4,5.7,4,5,786,760,516,350,636,512,26.6,22.7,2346,2106,197,188,26.0,26.5,392,387,61.8,55.8,328,309,105,117,789,609,22.8,21.3,1,1,4,6,3,4,9.8,8.3,7,9,661,563,238,182,1849,1845,410,362,620,461,462,422,2,2,173,155,729,682,15,15,14.4,13.2,10.3,9.7,6.2,5.9,57.8,57.7,710,498,833,848,3.3,3.7,258,242,786,757,7,4,8.1,7.6,46,1.1729323308270676,126,1.1735537190082646,101,1.3519163763066202,105,1.2741514360313315,0,1.0,4.999999999999998,1.347222222222222,5.699999999999999,1.3,3.0999999999999996,1.3444444444444443,0.20000000000000107,1.0165289256198349,3.8999999999999986,1.24375,7.5,1.1139817629179332,0.9000000000000021,1.0379746835443038,6.6,1.4230769230769231,3.3000000000000007,1.2750000000000001,3.099999999999998,1.1761363636363635,1.1377398720682304,1.072929542645241,1.106942889137738,1.0869565217391304,1.0869565217391304,1.1377899045020465,1.0711462450592886,1.4770642201834863,1.0336134453781514,-1,0,8,-2
1029,2,7,6,3.7,4.0,11.0,11.9,6.4,6.0,4,5,762,716,420,372,580,558,24.3,19.1,2282,2134,172,166,28.9,26.9,384,378,61.3,57.6,289,285,89,84,645,581,20.9,22.6,1,2,1,2,5,2,9.1,6.8,4,8,613,561,219,193,1987,1823,373,382,466,422,535,472,2,4,126,128,709,722,15,16,15.7,14.8,8.5,8.9,5.1,5.2,58.4,57.0,585,529,981,861,2.6,2.6,252,250,805,756,10,6,7.4,7.8,93,1.4305555555555556,214,1.3496732026143792,65,1.2090032154340835,25,1.0637755102040816,2,1.0625,0.5,1.0378787878787878,0.8000000000000007,1.043956043956044,1.4000000000000004,1.1443298969072166,-0.5,0.9576271186440678,-0.29999999999999716,0.9827586206896554,0.3999999999999915,1.0059970014992503,0.09999999999999787,1.0042372881355932,0.6999999999999993,1.0424242424242425,0.0,1.0,0.5,1.0285714285714285,1.1842539159109646,1.1733780760626398,1.1319218241042346,1.25,1.176470588,1.1147757255936677,1.10752688172043,1.0689655172413794,1.0,-1,1,8,-2
1030,2,7,3,5.3,5.9,12.2,14.8,8.0,6.6,5,13,824,918,560,431,727,573,24.9,28.3,2346,2610,186,220,23.9,27.7,385,434,64.0,62.0,348,426,134,89,679,672,20.1,20.1,3,2,5,8,5,3,8.8,10.1,10,10,638,614,273,217,1801,2195,416,488,520,515,512,560,2,0,179,196,685,662,14,14,15.1,17.0,10.2,12.9,5.5,6.7,53.0,66.5,795,636,812,915,3.9,2.7,256,231,765,974,5,6,7.5,7.0,-33,0.9006024096385542,-86,0.9078242229367631,211,1.7962264150943397,99,1.2142857142857142,1,1.0303030303030303,-0.29999999999999893,0.9807692307692308,-0.3999999999999986,0.9803921568627452,6.0,1.75,-1.8999999999999986,0.8560606060606062,4.0,1.2298850574712643,-10.099999999999994,0.8723135271807839,-7.0,0.7627118644067796,4.099999999999998,1.2124352331606216,2.5,1.1785714285714286,0.1999999999999993,1.010752688172043,0.9811525915186662,0.9874476987447699,1.0640586797066014,1.0434782608695652,1.012787723825531,0.9521531100478469,0.9586206896551724,1.2595419847328244,0.8705035971223021,-8,1,10,-16
1031,2,6,6,4.9,4.3,12.9,11.4,5.6,6.2,5,13,742,845,458,595,642,698,15.1,25.9,2390,2525,195,187,26.5,26.8,443,409,57.6,64.8,410,355,129,126,838,648,25.6,20.5,2,1,6,5,4,4,5.4,9.6,10,8,688,609,191,205,2060,1991,440,377,584,451,456,553,2,2,166,143,869,678,16,13,13.4,16.8,12.1,10.8,5.7,5.7,60.6,60.3,664,804,901,885,3.8,3.8,260,226,836,852,4,8,7.6,6.8,-133,0.5817610062893082,-342,0.6,14,1.035264483627204,-42,0.9064587973273942,1,1.0303030303030303,3.5,1.2554744525547445,5.0,1.2551020408163265,0.09999999999999964,1.0083333333333333,0.5999999999999996,1.0483870967741935,-2.3000000000000007,0.8915094339622641,-6.200000000000003,0.918954248366013,-1.1999999999999993,0.9534883720930233,-4.899999999999999,0.7991803278688525,-1.5999999999999996,0.8823529411764706,1.6999999999999993,1.0918918918918918,0.9334525939177102,0.9081934846989141,0.9158091674462114,0.96,0.9317647054382118,0.9055489964580874,0.8827361563517916,0.75,0.8515625,-8,1,10,-16
1032,2,6,1,3.0,2.5,12.7,13.6,7.8,7.4,9,16,761,841,482,372,607,512,20.2,25.8,2240,2200,184,194,22.4,24.4,378,362,54.9,58.5,353,308,81,87,607,545,21.4,23.2,3,2,5,7,3,0,6.9,9.8,11,10,602,582,257,229,1775,1755,418,421,451,354,473,461,3,1,99,79,705,718,14,12,14.3,14.9,10.7,9.9,5.6,6.3,53.8,56.6,650,545,739,755,2.5,2.8,234,258,762,785,5,9,7.1,8.3,-76,0.7508196721311475,-133,0.8335419274092616,-31,0.8970099667774086,29,1.0653153153153154,2,1.064516129032258,2.299999999999999,1.2017543859649122,0.7999999999999972,1.0454545454545452,-1.5,0.845360824742268,-0.1999999999999993,0.982905982905983,1.8999999999999986,1.115151515151515,-3.0999999999999943,0.9563380281690141,-2.1999999999999993,0.9130434782608696,2.099999999999998,1.1193181818181817,0.0,1.0,-0.6000000000000014,0.9680851063829786,1.0627503337783712,1.0755667506297228,0.9994481236203091,1.0476190476190477,0.9841269843847318,0.9986206896551725,1.0117187499999998,1.2166666666666666,0.8523985239852399,-7,1,18,-14
1033,3,9,7,4.0,5.3,14.0,12.2,6.7,8.0,1,5,787,824,394,560,539,727,28.7,24.9,2410,2346,155,186,26.2,23.9,352,385,61.5,64.0,325,348,91,134,599,679,21.4,20.1,1,3,3,5,9,5,11.4,8.8,4,10,586,638,227,273,2047,1801,476,416,462,520,567,512,0,2,135,179,726,685,12,14,16.7,15.1,9.6,10.2,4.6,5.5,60.2,53.0,523,795,891,812,2.7,3.9,238,256,889,765,9,5,7.0,7.5,89,1.2976588628762542,128,1.1511216056670601,-157,0.6701680672268907,-115,0.7950089126559715,0,1.0,-1.700000000000001,0.8888888888888888,-2.3999999999999986,0.8800000000000001,-4.6,0.6714285714285715,-0.9000000000000004,0.9203539823008849,-5.499999999999998,0.7429906542056075,1.9000000000000057,1.027536231884058,3.6000000000000014,1.1600000000000001,-7.999999999999998,0.6581196581196582,-3.4000000000000004,0.793939393939394,-1.6000000000000014,0.9148936170212765,1.0934613963797561,1.117584745762712,0.9613970588235294,1.25,1.2499999996458333,1.0942211055276383,1.1151079136690647,0.703030303030303,0.9545454545454546,-4,1,3,-12
1034,3,7,6,4.2,4.8,12.7,11.3,6.6,5.7,1,5,790,760,375,350,520,512,25.2,22.7,2412,2106,191,188,25.6,26.5,397,387,60.5,55.8,405,309,121,117,540,609,23.7,21.3,3,1,3,6,6,4,10.1,8.3,7,9,574,563,225,182,2100,1845,431,362,378,461,578,422,1,2,142,155,805,682,14,15,17.0,13.2,11.9,9.7,5.6,5.9,61.8,57.7,521,498,872,848,3.6,3.7,263,242,887,757,7,4,7.7,7.6,79,1.2969924812030076,131,1.1804407713498624,38,1.132404181184669,59,1.154046997389034,2,1.0625,-3.3000000000000007,0.7708333333333333,-3.0999999999999996,0.8368421052631579,0.5999999999999996,1.0666666666666667,-0.40000000000000036,0.9669421487603306,-0.6999999999999993,0.95625,5.1000000000000085,1.0775075987841947,2.400000000000002,1.1012658227848102,-0.29999999999999893,0.9807692307692308,1.0,1.0833333333333333,-0.7000000000000028,0.9602272727272726,1.1816631130063966,1.2657601977750308,1.1522956326987681,1.173913043478261,1.1048593349565217,1.1118690313778992,1.1897233201581028,1.0091743119266054,0.9747899159663865,-4,1,3,-12
1035,3,7,5,5.0,4.3,12.0,10.4,5.8,7.4,2,3,749,724,328,472,528,599,22.8,19.2,2232,2135,177,196,26.6,24.9,363,414,56.7,56.4,355,324,81,120,696,749,20.6,21.0,1,1,2,6,4,3,9.6,7.0,6,9,634,689,198,244,2033,1783,409,342,517,525,568,476,3,2,171,141,700,692,16,17,16.7,14.4,10.4,9.8,5.2,5.9,59.8,54.0,483,678,904,823,2.4,3.6,236,227,834,718,8,4,6.9,6.9,94,1.4051724137931034,142,1.22397476340694,-76,0.790633608815427,-90,0.8203592814371258,1,1.0303030303030303,-0.7000000000000011,0.9559748427672955,-2.1999999999999993,0.9030837004405287,-2.5999999999999996,0.7636363636363637,-1.8000000000000007,0.856,-2.6999999999999993,0.8516483516483517,0.8999999999999915,1.0139103554868623,2.6999999999999993,1.1238532110091743,-6.300000000000001,0.6926829268292682,-3.0999999999999996,0.7960526315789473,-2.299999999999997,0.8899521531100479,1.1111558598469593,1.1100811123986094,1.0365591397849463,1.1666666666666667,1.1323529419246323,1.0784574468085104,1.0763358778625953,0.6713286713286712,1.0045662100456623,-1,0,6,-3
1036,3,6,4,5.4,5.6,14.4,16.2,7.5,7.2,2,11,695,739,345,424,516,538,22.0,18.2,2297,2130,192,208,28.3,25.3,416,415,61.9,54.4,385,346,89,105,713,721,23.6,24.2,1,5,5,6,5,2,8.3,5.8,7,13,604,607,248,239,2121,1824,474,534,505,534,578,362,1,2,177,184,779,798,15,14,17.5,11.0,11.7,10.5,5.8,6.3,64.3,55.3,467,571,935,836,2.7,3.2,250,262,851,722,6,4,7.6,7.9,81,1.4196891191709844,125,1.2083333333333333,48,1.1203007518796992,-27,0.9363207547169812,0,1.0,-0.8999999999999986,0.9444444444444445,-0.1999999999999993,0.9908256880733946,1.4000000000000004,1.115702479338843,0.0,1.0,-0.7000000000000011,0.9570552147239263,5.099999999999994,1.0790697674418603,3.900000000000002,1.178082191780822,-3.1000000000000014,0.8208092485549132,-0.8000000000000007,0.9375,-0.09999999999999787,0.9945652173913044,1.2539255271422163,1.3422103861517976,1.1380846325167038,1.3,1.30000000033,1.2548148148148148,1.337719298245614,0.8203125,0.9419642857142858,-9,1,6,-27
1037,3,7,5,3.1,5.9,10.5,14.3,6.2,5.6,3,7,838,767,393,392,534,536,24.7,20.1,2160,2234,139,203,24.7,28.8,312,434,57.2,60.7,271,366,110,135,589,622,16.2,23.3,1,3,5,7,6,3,9.0,6.6,7,12,602,558,210,179,1828,1986,356,457,387,415,496,495,1,2,105,189,552,747,15,13,14.6,15.5,8.0,11.4,4.1,6.3,53.8,62.1,550,576,839,921,3.2,4.2,189,242,789,800,6,4,5.6,7.6,94,1.4454976303317535,196,1.3043478260869565,-108,0.7313432835820896,79,1.2206703910614525,2,1.0625,-1.5999999999999996,0.8769230769230769,-2.099999999999998,0.8917525773195877,-4.0,0.6825396825396826,-4.4,0.676470588235294,-1.1000000000000014,0.9345238095238094,-6.299999999999997,0.9097421203438396,-1.8000000000000007,0.9279999999999999,-1.8000000000000007,0.8999999999999999,1.700000000000001,1.1517857142857144,0.3000000000000007,1.017241379310345,1.0433333333333332,1.0214205186020293,1.0025759917568264,1.35,1.2705882352,0.9813333333333333,0.96028880866426,0.9430894308943089,1.0250000000000001,-4,1,9,-12
1038,3,7,5,3.7,5.2,11.0,12.8,6.4,6.7,4,9,762,732,420,428,580,567,24.3,22.8,2282,2309,172,182,28.9,26.3,384,403,61.3,61.7,289,351,89,92,645,691,20.9,23.3,1,2,1,7,5,3,9.1,8.0,4,11,613,583,219,208,1987,1923,373,398,466,473,535,473,2,2,126,160,709,723,15,13,15.7,15.3,8.5,11.3,5.1,5.9,58.4,62.0,585,590,981,816,2.6,3.0,252,263,805,809,10,4,7.4,8.5,61,1.2459677419354838,120,1.1699716713881019,13,1.0358126721763086,-20,0.954233409610984,3,1.096774193548387,-1.6000000000000014,0.8954248366013071,-3.3000000000000007,0.852017937219731,-0.5999999999999996,0.9487179487179488,-1.6999999999999993,0.8692307692307693,-1.1999999999999993,0.9344262295081968,-7.400000000000006,0.9006711409395972,-2.400000000000002,0.9080459770114941,-1.8000000000000007,0.9052631578947368,-1.799999999999999,0.8723404255319149,-0.8000000000000007,0.9574468085106382,1.1333333333333333,1.1565600882028666,1.0899111343439625,1.5,1.3676470592338235,1.0330073349633253,1.0546075085324231,0.8985507246376812,0.9491525423728813,-5,0,12,-15
1039,3,6,6,4.9,3.0,12.9,12.7,5.6,7.8,5,9,742,761,458,482,642,607,15.1,20.2,2390,2240,195,184,26.5,22.4,443,378,57.6,54.9,410,353,129,81,838,607,25.6,21.4,2,3,6,5,4,3,5.4,6.9,10,11,688,602,191,257,2060,1775,440,418,584,451,456,473,2,3,166,99,869,705,16,14,13.4,14.3,12.1,10.7,5.7,5.6,60.6,53.8,664,650,901,739,3.8,2.5,260,234,836,762,4,5,7.6,7.1,-44,0.8078602620087336,-153,0.7702702702702703,141,1.5222222222222221,-66,0.8604651162790697,1,1.0303030303030303,3.5,1.2554744525547445,6.200000000000003,1.3369565217391306,3.9000000000000004,1.475609756097561,1.5,1.1304347826086956,0.5,1.0271739130434783,2.3999999999999915,1.0353460972017672,1.5,1.0649350649350648,-0.1999999999999993,0.9898477157360407,-2.3000000000000007,0.8391608391608392,2.0,1.10989010989011,1.0925460636515913,1.0772833723653397,1.0811706239646603,1.0909090909090908,1.0588235289705883,1.05939226519337,1.0463320463320465,0.9246575342465754,0.9437229437229437,-4,0,15,-12
1040,3,5,5,4.1,2.4,12.9,11.6,6.3,6.7,7,11,859,695,450,318,587,448,24.4,18.3,2478,1985,154,206,26.6,25.7,338,396,60.5,51.3,370,287,97,97,762,545,23.9,20.1,1,1,3,4,2,5,9.7,7.3,7,5,665,540,213,213,2063,1764,440,372,569,395,559,494,3,0,139,76,814,642,14,13,16.4,15.4,10.9,9.0,4.5,6.4,60.7,55.1,634,454,903,823,2.9,3.0,254,209,887,729,11,9,7.5,6.5,95,1.4042553191489362,243,1.41396933560477,125,1.634517766497462,20,1.04739336492891,2,1.0625,4.399999999999999,1.3577235772357723,5.399999999999999,1.3176470588235294,3.3,1.532258064516129,-2.5,0.7983870967741935,3.3000000000000007,1.2357142857142858,10.900000000000006,1.1758064516129034,3.3000000000000007,1.1447368421052633,4.400000000000002,1.3098591549295777,-0.1999999999999993,0.9848484848484849,2.700000000000003,1.1597633136094676,1.2314734088927637,1.1574519230769231,1.2513694461351186,1.0,0.9411764705185185,1.1589958158995814,1.0884615384615386,1.3333333333333333,1.165898617511521,-4,0,21,-12
1041,4,9,5,4.0,4.3,14.0,10.4,6.7,7.4,1,3,787,724,394,472,539,599,28.7,19.2,2410,2135,155,196,26.2,24.9,352,414,61.5,56.4,325,324,91,120,599,749,21.4,21.0,1,1,3,6,9,3,11.4,7.0,4,9,586,689,227,244,2047,1783,476,342,462,525,567,476,0,2,135,141,726,692,12,17,16.7,14.4,9.6,9.8,4.6,5.9,60.2,54.0,523,678,891,823,2.7,3.6,238,227,889,718,9,4,7.0,6.9,156,1.6724137931034482,341,1.5378548895899053,-44,0.8787878787878788,-55,0.8902195608782435,1,1.0303030303030303,-2.3000000000000007,0.8553459119496855,-5.099999999999998,0.7753303964757711,-1.5999999999999996,0.8545454545454546,-2.0999999999999996,0.8320000000000001,-2.299999999999999,0.8736263736263736,6.200000000000003,1.0958268933539412,4.300000000000001,1.1972477064220184,-5.1,0.751219512195122,-2.0999999999999996,0.861842105263158,-3.6999999999999993,0.8229665071770336,1.1921063229963753,1.2224797219003476,1.124731182795699,1.25,1.2132352943299631,1.1582446808510638,1.183206106870229,0.8111888111888111,1.0547945205479454,-2,1,4,-8
1042,4,7,6,4.2,5.4,12.7,14.4,6.6,7.5,1,2,790,695,375,345,520,516,25.2,22.0,2412,2297,191,192,25.6,28.3,397,416,60.5,61.9,405,385,121,89,540,713,23.7,23.6,3,1,3,5,6,5,10.1,8.3,7,7,574,604,225,248,2100,2121,431,474,378,505,578,578,1,1,142,177,805,779,14,15,17.0,17.5,11.9,11.7,5.6,5.8,61.8,64.3,521,467,872,935,3.6,2.7,263,250,887,851,7,6,7.7,7.6,71,1.2591240875912408,132,1.1820689655172414,-122,0.727069351230425,45,1.1133501259445844,1,1.0303030303030303,-4.200000000000001,0.7254901960784313,-5.700000000000001,0.736111111111111,-3.9000000000000004,0.7111111111111111,-0.9000000000000004,0.9285714285714285,-0.29999999999999893,0.9807692307692308,1.3000000000000114,1.0186781609195403,0.3000000000000007,1.0116279069767442,1.1000000000000014,1.0774647887323945,1.0,1.0833333333333333,-1.4000000000000021,0.9234972677595628,0.9914132379248658,1.0158730158730158,1.0068493150684932,1.0384615384615385,1.0079185518064742,0.9622195985832349,0.9868852459016394,1.0476190476190477,1.0995260663507107,-1,1,4,-4
1043,4,7,5,3.1,5.2,10.5,12.8,6.2,6.7,3,9,838,732,393,428,534,567,24.7,22.8,2160,2309,139,182,24.7,26.3,312,403,57.2,61.7,271,351,110,92,589,691,16.2,23.3,1,2,5,7,6,3,9.0,8.0,7,11,602,583,210,208,1828,1923,356,398,387,473,496,473,1,2,105,160,552,723,15,13,14.6,15.3,8.0,11.3,4.1,5.9,53.8,62.0,550,590,839,816,3.2,3.0,189,263,789,809,6,4,5.6,8.5,57,1.2298387096774193,134,1.1898016997167138,-69,0.8099173553719008,0,1.0,3,1.096774193548387,-3.9000000000000004,0.7450980392156863,-5.0,0.7757847533632287,-3.0999999999999996,0.7350427350427351,-3.8000000000000007,0.7076923076923076,-2.6000000000000014,0.8579234972677595,-11.0,0.8523489932885906,-2.900000000000002,0.8888888888888888,-2.8000000000000007,0.8526315789473684,-1.1999999999999993,0.9148936170212767,-1.1000000000000014,0.9414893617021276,0.9877712031558186,0.9988974641675854,1.017250392054365,1.35,1.2308823534654412,0.8997555012224938,0.9078498293515359,0.8405797101449275,1.042372881355932,-6,1,12,-24
1044,4,6,5,3.0,2.4,12.7,11.6,7.8,6.7,9,11,761,695,482,318,607,448,20.2,18.3,2240,1985,184,206,22.4,25.7,378,396,54.9,51.3,353,287,81,97,607,545,21.4,20.1,3,1,5,4,3,5,6.9,7.3,11,5,602,540,257,213,1775,1764,418,372,451,395,473,494,3,0,99,76,705,642,14,13,14.3,15.4,10.7,9.0,5.6,6.4,53.8,55.1,650,454,739,823,2.5,3.0,234,209,762,729,5,9,7.1,6.5,-6,0.9744680851063829,79,1.1345826235093697,73,1.3705583756345177,51,1.1208530805687205,1,1.03125,1.3999999999999986,1.113821138211382,1.3999999999999986,1.0823529411764705,1.9999999999999991,1.3225806451612903,-0.9000000000000004,0.9274193548387096,4.399999999999999,1.3142857142857143,5.900000000000006,1.0951612903225807,0.3000000000000007,1.013157894736842,5.5,1.3873239436619718,1.1000000000000014,1.0833333333333335,1.3000000000000007,1.0769230769230769,1.040976460331299,1.0264423076923077,1.1022519780888618,0.8148148148148148,0.7901234571851852,1.00976290097629,0.9961538461538461,1.4747474747474747,1.0645161290322582,-2,0,36,-8
